0	1	0
0	2	0
0	3	1
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	1
0	13	632
0	14	2096
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	3
0	21	648
0	22	2161
1	2	0
1	3	0
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
1	9	0
1	10	0
1	11	1
1	12	632
1	13	2129
1	14	617
1	15	0
1	16	0
1	17	0
1	18	0
1	19	2
1	20	612
1	21	2099
1	22	619
2	3	0
2	4	0
2	5	3
2	6	0
2	7	0
2	8	0
2	9	0
2	10	4
2	11	614
2	12	2138
2	13	583
2	14	4
2	15	0
2	16	0
2	17	0
2	18	5
2	19	662
2	20	2147
2	21	604
2	22	2
3	4	0
3	5	0
3	6	1
3	7	0
3	8	0
3	9	3
3	10	602
3	11	2109
3	12	632
3	13	3
3	14	0
3	15	0
3	16	0
3	17	6
3	18	608
3	19	2064
3	20	611
3	21	3
3	22	0
4	5	0
4	6	0
4	7	631
4	8	3
4	9	636
4	10	2128
4	11	623
4	12	2
4	13	0
4	14	0
4	15	0
4	16	4
4	17	616
4	18	2103
4	19	623
4	20	1
4	21	0
4	22	0
5	6	0
5	7	0
5	8	632
5	9	2163
5	10	643
5	11	7
5	12	0
5	13	0
5	14	0
5	15	4
5	16	628
5	17	2094
5	18	632
5	19	1
5	20	0
5	21	0
5	22	0
6	7	0
6	8	0
6	9	644
6	10	3
6	11	0
6	12	0
6	13	0
6	14	5
6	15	606
6	16	2100
6	17	621
6	18	3
6	19	0
6	20	0
6	21	0
6	22	0
7	8	0
7	9	0
7	10	600
7	11	0
7	12	0
7	13	2
7	14	633
7	15	2132
7	16	607
7	17	3
7	18	0
7	19	0
7	20	0
7	21	0
7	22	1
8	9	0
8	10	0
8	11	631
8	12	1
8	13	636
8	14	2120
8	15	569
8	16	2
8	17	0
8	18	0
8	19	0
8	20	3
8	21	592
8	22	2146
9	10	0
9	11	0
9	12	616
9	13	2144
9	14	639
9	15	7
9	16	0
9	17	0
9	18	0
9	19	4
9	20	677
9	21	2074
9	22	602
10	11	0
10	12	0
10	13	673
10	14	4
10	15	0
10	16	0
10	17	0
10	18	2
10	19	618
10	20	2161
10	21	625
10	22	4
11	12	0
11	13	0
11	14	681
11	15	0
11	16	0
11	17	4
11	18	639
11	19	2102
11	20	608
11	21	1
11	22	0
12	13	0
12	14	0
12	15	600
12	16	6
12	17	598
12	18	2059
12	19	619
12	20	4
12	21	0
12	22	0
13	14	0
13	15	0
13	16	628
13	17	2056
13	18	635
13	19	2
13	20	0
13	21	0
13	22	0
14	15	0
14	16	0
14	17	607
14	18	5
14	19	0
14	20	0
14	21	0
14	22	0
15	16	0
15	17	0
15	18	616
15	19	0
15	20	0
15	21	0
15	22	0
16	17	0
16	18	0
16	19	1
16	20	0
16	21	0
16	22	0
17	18	0
17	19	0
17	20	0
17	21	0
17	22	0
18	19	0
18	20	0
18	21	1
18	22	0
19	20	0
19	21	0
19	22	1
20	21	0
20	22	0
21	22	0
