0	1	195
0	2	107
0	3	0
0	4	0
0	5	0
0	6	0
0	7	0
0	8	0
0	9	0
0	10	0
0	11	0
0	12	0
0	13	0
0	14	43
0	15	0
0	16	0
0	17	0
0	18	0
0	19	0
0	20	0
0	21	0
0	22	49
1	2	186
1	3	103
1	4	0
1	5	0
1	6	0
1	7	0
1	8	0
1	9	0
1	10	0
1	11	0
1	12	0
1	13	49
1	14	0
1	15	0
1	16	0
1	17	0
1	18	0
1	19	0
1	20	0
1	21	51
1	22	1
2	3	228
2	4	103
2	5	0
2	6	0
2	7	0
2	8	0
2	9	0
2	10	0
2	11	1
2	12	45
2	13	0
2	14	0
2	15	0
2	16	0
2	17	0
2	18	0
2	19	0
2	20	57
2	21	0
2	22	0
3	4	174
3	5	86
3	6	0
3	7	0
3	8	0
3	9	0
3	10	0
3	11	55
3	12	1
3	13	0
3	14	0
3	15	0
3	16	0
3	17	0
3	18	0
3	19	50
3	20	0
3	21	0
3	22	0
4	5	206
4	6	100
4	7	0
4	8	0
4	9	0
4	10	44
4	11	0
4	12	0
4	13	0
4	14	0
4	15	0
4	16	0
4	17	1
4	18	60
4	19	1
4	20	0
4	21	0
4	22	0
5	6	197
5	7	165
5	8	0
5	9	48
5	10	0
5	11	0
5	12	0
5	13	0
5	14	0
5	15	0
5	16	0
5	17	44
5	18	0
5	19	0
5	20	0
5	21	0
5	22	0
6	7	169
6	8	116
6	9	0
6	10	0
6	11	0
6	12	0
6	13	0
6	14	0
6	15	0
6	16	55
6	17	0
6	18	0
6	19	0
6	20	0
6	21	0
6	22	0
7	8	186
7	9	153
7	10	0
7	11	0
7	12	0
7	13	0
7	14	0
7	15	54
7	16	1
7	17	0
7	18	0
7	19	0
7	20	0
7	21	0
7	22	0
8	9	215
8	10	101
8	11	0
8	12	0
8	13	1
8	14	47
8	15	0
8	16	0
8	17	0
8	18	0
8	19	0
8	20	0
8	21	0
8	22	61
9	10	207
9	11	136
9	12	0
9	13	53
9	14	0
9	15	0
9	16	0
9	17	0
9	18	0
9	19	0
9	20	0
9	21	51
9	22	0
10	11	190
10	12	115
10	13	1
10	14	0
10	15	0
10	16	0
10	17	0
10	18	0
10	19	0
10	20	53
10	21	3
10	22	0
11	12	226
11	13	165
11	14	0
11	15	0
11	16	0
11	17	0
11	18	0
11	19	64
11	20	0
11	21	0
11	22	0
12	13	201
12	14	107
12	15	0
12	16	0
12	17	0
12	18	57
12	19	2
12	20	0
12	21	0
12	22	0
13	14	208
13	15	168
13	16	0
13	17	39
13	18	0
13	19	0
13	20	0
13	21	0
13	22	0
14	15	156
14	16	111
14	17	0
14	18	0
14	19	0
14	20	0
14	21	0
14	22	0
15	16	169
15	17	151
15	18	0
15	19	0
15	20	0
15	21	0
15	22	0
16	17	190
16	18	83
16	19	0
16	20	0
16	21	0
16	22	0
17	18	185
17	19	92
17	20	0
17	21	0
17	22	0
18	19	202
18	20	98
18	21	0
18	22	0
19	20	166
19	21	112
19	22	0
20	21	178
20	22	99
21	22	197
